District,OperatingExpenditures,County,Address,City and Zip,Superintendent,Performance Index Score 2016-17,Performance Index Score 2015-16,Performance Index Score 2014-15,Performance Index Percent 2016-17,Letter Grade of Performance Index,Percent of Students Not Tested,Percent of Students Below,Percent of Students Basic,Percent of Students Proficient,Percent of Students Accelerated,Percent of Students Advanced,Percent of Students Advanced Plus,Gifted Performance Index Score 2016-17,Gifted Performance Index 2016-17,Percent of Gifted Students Not Tested,Percent of Gifted Students Below,Percent of Gifted Students Basic,Percent of Gifted Students Proficient,Percent of Gifted Students Accelerated,Percent of Gifted Students Advanced,Percent of Gifted Students Advanced Plus
Triad Local,8215554.710000001,Champaign,7920 Brush Lake Rd,"North Lewisburg, OH, 43060-9617",Christopher M. Piper,89.28800000000001,87.52300000000001,91.191,74.4,C,0.0,13.0,17.400000000000002,30.400000000000002,24.7,14.5,0.0,114.063,95.10000000000001,0.0,1.0,0.0,10.4,29.2,59.4,0.0
West Liberty-Salem Local,12820074.39,Champaign,7208 US Highway 68 N,"West Liberty, OH, 43357-9663",Kraig E. Hissong,97.991,99.072,98.193,81.7,B,0.2,7.5,12.1,24.5,28.0,27.6,0.0,115.471,96.2,0.4,0.0,1.3,4.5,22.900000000000002,70.9,0.0
Greenon Local,14734048.67,Clark,500 Enon Xenia Pike,"Enon, OH, 45323-1759",Bradley K. Silvus,82.82900000000001,82.092,89.525,69.0,D,0.3,18.400000000000002,20.400000000000002,30.1,19.8,10.9,0.0,112.339,93.60000000000001,0.0,0.8,0.0,16.1,37.1,46.0,0.0
Tecumseh Local,29689654.43,Clark,9760 W National Rd,"New Carlisle, OH, 45344-9290",Norm W. Glismann,79.539,77.62700000000001,89.01700000000001,66.3,D,0.2,21.5,22.0,29.6,18.3,8.2,0.2,112.90100000000001,94.10000000000001,0.0,0.0,1.9000000000000001,16.0,32.7,44.4,4.9
Northeastern Local,29984145.08,Clark,1414 Bowman Rd,"Springfield, OH, 45502-8826",John P. Kronour,88.266,83.611,89.64800000000001,73.60000000000001,C,0.0,12.9,19.2,31.2,23.3,13.200000000000001,0.2,114.43100000000001,95.4,0.0,0.3,1.5,9.0,28.6,58.300000000000004,2.3000000000000003
Northeastern Local,29984145.08,Defiance,5921 Domersville Rd,"Defiance, OH, 43512-9121",James C. Roach,95.98100000000001,93.084,95.834,80.0,B,0.4,8.1,13.5,29.3,25.0,21.8,1.8,116.774,97.3,0.0,1.1,0.0,10.8,19.400000000000002,50.5,18.3
Northwestern Local,16372726.76,Clark,5610 Troy Rd,"Springfield, OH, 45502-9032",Jesse D. Steiner,86.887,83.98400000000001,92.12700000000001,72.4,C,0.3,16.3,16.9,28.6,21.6,16.0,0.2,112.54400000000001,93.8,0.9,0.0,3.5,11.0,23.2,59.2,2.2
Northwestern Local,16372726.76,Wayne,7571 N Elyria Rd,"West Salem, OH, 44287-9707",Jeffrey N. Layton,91.82600000000001,89.843,93.45400000000001,76.5,C,0.0,11.6,16.8,26.900000000000002,23.7,20.5,0.5,116.64800000000001,97.2,0.0,0.0,0.6,5.0,24.6,65.4,4.5
Southeastern Local,8620286.03,Clark,226 Clifton Rd,"South Charleston, OH, 45368-9602",David M. Shea,88.009,83.345,89.358,73.3,C,0.0,12.8,19.3,32.2,24.2,11.4,0.0,116.05300000000001,96.7,0.0,0.0,0.0,7.9,23.7,68.4,0.0
Southeastern Local,8620286.03,Ross,2003 Lancaster Rd,"Chillicothe, OH, 45601-8213",Brian Justice,85.456,84.15400000000001,89.35900000000001,71.2,C,0.4,18.5,15.8,28.7,22.5,14.1,0.1,106.316,88.60000000000001,0.0,0.0,10.5,26.3,26.3,31.6,5.3
Clark-Shawnee Local,19642330.62,Clark,3680 Selma Rd,"Springfield, OH, 45502-6310",Gregg E. Morris,91.98700000000001,89.83500000000001,97.577,76.7,C,0.7000000000000001,10.6,15.700000000000001,28.5,25.900000000000002,18.3,0.3,115.191,96.0,0.5,0.0,1.6,5.5,25.1,62.800000000000004,4.4
Batavia Local,19256718.18,Clermont,800 Bauer Ave,"Batavia, OH, 45103-1990",Keith D. Millard,89.147,87.14500000000001,93.679,74.3,C,0.4,12.4,19.0,26.5,24.400000000000002,17.1,0.1,113.593,94.7,0.5,0.0,0.9,9.9,33.6,54.4,0.7000000000000001
Bethel-Tate Local,13057675.36,Clermont,675 West Plane Street,"Bethel, OH, 45106",Melissa A. Kircher,90.961,88.985,93.125,75.8,C,0.2,11.700000000000001,16.4,29.3,25.900000000000002,16.5,0.0,114.7,95.60000000000001,0.0,0.3,0.6,9.1,28.1,61.800000000000004,0.0
Clermont Northeastern Local,16514671.309999999,Clermont,2792 Us Highway 50,"Batavia, OH, 45103-8532",Joseph M. Brandt,81.069,78.757,87.034,67.6,D,0.2,20.0,22.5,26.2,20.2,11.0,0.0,113.697,94.7,0.0,0.0,0.8,9.200000000000001,39.5,50.4,0.0
Felicity-Franklin Local,9699108.68,Clermont,PO Box 619,"Felicity, OH, 45120-0619",David R. Gibson,90.007,86.146,88.519,75.0,C,0.3,12.6,18.400000000000002,24.1,24.5,19.8,0.3,112.849,94.0,0.0,0.5,3.2,9.1,30.6,54.800000000000004,1.6
Goshen Local,29139872.97,Clermont,6694 Goshen Rd,"Goshen, OH, 45122-9273",Darrell Edwards,93.205,90.382,97.01400000000001,77.7,C,0.0,10.4,17.0,25.400000000000002,23.3,22.0,1.9000000000000001,117.32100000000001,97.8,0.0,0.2,0.6,4.2,21.8,64.8,8.4
West Clermont Local,68598512.14,Clermont,4350 Aicholtz Rd,"Cincinnati, OH, 45245-1505",Keith Kline,86.203,82.786,89.89800000000001,71.8,C,0.5,16.2,18.6,26.5,22.0,16.2,0.1,112.24000000000001,93.5,0.1,1.1,3.3000000000000003,12.0,24.2,58.2,1.2
Williamsburg Local,8619263.469999999,Clermont,549A W Main St,"Williamsburg, OH, 45176-1110",Matthew D. Earley,89.32600000000001,88.653,93.677,74.4,C,0.1,13.5,16.9,30.400000000000002,21.7,17.0,0.3,114.308,95.3,0.0,0.0,1.5,13.8,23.1,58.5,3.1
Blanchester Local,15959542.969999999,Clinton,951 Cherry St.,"Blanchester, OH, 45107-7846",Dean D. Lynch,91.78200000000001,88.24300000000001,93.71000000000001,76.5,C,0.0,10.5,18.400000000000002,27.7,22.7,19.6,1.0,116.373,97.0,0.5,0.0,1.5,5.4,18.1,67.2,7.4
Clinton-Massie Local,15731397.84,Clinton,2556 Lebanon Rd,"Clarksville, OH, 45113-8201",Matthew P. Baker,92.50500000000001,87.178,91.59100000000001,77.10000000000001,C,0.0,11.0,16.1,27.3,24.6,20.400000000000002,0.6,115.83,96.5,0.0,0.4,0.7000000000000001,5.8,25.3,64.3,3.4
East Clinton Local,12976352.11,Clinton,97 Astro Way,"Sabina, OH, 45169-9521",Eric B. Magee,85.149,80.08800000000001,89.077,71.0,C,0.1,15.0,21.900000000000002,29.3,22.2,11.3,0.2,112.54700000000001,93.8,0.0,0.9,2.8000000000000003,7.5,35.800000000000004,50.9,1.9000000000000001
Beaver Local,18114846.21,Columbiana,46088 Bell School Rd,"East Liverpool, OH, 43920-8774",Eric N. Lowe,91.525,85.977,92.548,76.3,C,0.1,10.6,17.5,30.5,23.6,17.0,0.8,117.09,97.60000000000001,0.0,0.0,0.7000000000000001,4.5,17.2,76.10000000000001,1.5
Crestview Local,12340109.81,Columbiana,44100 Crestview Rd Ste A,"Columbiana, OH, 44408-9660",Matthew T. Manley,95.129,87.726,93.866,79.3,C,0.2,7.8,15.5,27.900000000000002,27.400000000000002,21.0,0.2,114.05300000000001,95.0,0.9,0.0,1.3,8.8,24.7,63.0,1.3
Crestview Local,12340109.81,Richland,1575 State Route 96,"Ashland, OH, 44805-9262",Larry R. Dunlap,92.22500000000001,89.83200000000001,93.802,76.9,C,0.1,10.700000000000001,15.700000000000001,29.900000000000002,26.6,16.9,0.1,117.045,97.5,0.0,0.0,0.0,3.4,23.900000000000002,71.60000000000001,1.1
Crestview Local,12340109.81,Van Wert,531 E Tully St,"Convoy, OH, 45832-8864",Michael Y. Estes,97.909,94.66600000000001,94.705,81.60000000000001,B,0.2,7.4,12.200000000000001,25.3,29.5,23.400000000000002,2.0,114.69,95.60000000000001,2.7,0.0,0.0,5.3,23.900000000000002,54.9,13.3
Southern Local,11171991.41,Columbiana,38095 State Route 39,"Salineville, OH, 43945-9726",John S. Wilson,83.2,80.822,84.22,69.3,D,0.3,18.8,19.6,28.0,20.8,12.4,0.0,109.732,91.4,0.0,1.8,2.7,20.5,29.5,45.5,0.0
Southern Local,11171991.41,Meigs,920 Elm St,"Racine, OH, 45771-8902",Anthony W. Deem,86.02900000000001,87.227,91.022,71.7,C,0.0,14.200000000000001,21.5,30.3,22.400000000000002,11.6,0.0,106.667,88.9,0.0,0.0,7.4,24.7,39.5,28.400000000000002,0.0
Southern Local,11171991.41,Perry,10397 State Route 155 SE # 1,"Corning, OH, 43730-9710",Ralph G. Holbert,77.941,74.354,88.927,65.0,D,0.2,24.2,21.6,27.400000000000002,17.3,8.3,1.1,108.305,90.3,0.0,0.8,7.6000000000000005,16.1,37.300000000000004,32.2,5.9
United Local,11907224.59,Columbiana,8143 State Route 9,"Hanoverton, OH, 44423-8618",Lance B. Hostetler,94.83800000000001,90.967,90.807,79.0,C,0.0,8.700000000000001,14.9,29.0,26.900000000000002,20.1,0.5,116.74000000000001,97.3,0.0,0.0,0.0,7.2,21.5,68.0,3.3000000000000003
Ridgewood Local,12176196.28,Coshocton,301 S Oak St,"West Lafayette, OH, 43845-1339",Michael A. Masloski,86.81400000000001,84.724,90.476,72.3,C,0.9,15.1,17.0,30.0,22.900000000000002,14.0,0.1,107.59,89.7,1.5,1.0,3.6,21.0,33.3,39.0,0.5
River View Local,21490409.97,Coshocton,26496 State Route 60,"Warsaw, OH, 43844-9714",Harry D. Summers,89.489,87.655,94.339,74.60000000000001,C,0.0,13.5,17.8,27.3,23.5,16.9,1.0,112.80900000000001,94.0,0.0,0.9,2.7,12.1,29.900000000000002,47.9,6.5
Buckeye Central Local,8032160.459999999,Crawford,938 S Kibler St,"New Washington, OH, 44854-9521",Mark A. Robinson,94.15700000000001,91.364,95.85900000000001,78.5,C,0.0,9.6,14.3,31.3,24.3,20.1,0.4,117.5,97.9,0.0,0.0,0.0,2.5,25.0,67.5,5.0
Colonel Crawford Local,9066677.299999999,Crawford,2303 State Route 602,"North Robinson, OH, 44827-9711",William T. Martin,85.20400000000001,85.406,94.14200000000001,71.0,C,0.1,16.6,19.0,31.1,20.8,12.0,0.3,106.667,88.9,0.0,1.0,8.1,23.2,31.3,34.300000000000004,2.0
Wynford Local,11592104.79,Crawford,3288 Holmes Center Rd,"Bucyrus, OH, 44820-9463",Frederick M. Fox,88.512,84.378,86.94800000000001,73.8,C,0.0,13.700000000000001,18.6,29.400000000000002,21.3,16.9,0.2,116.857,97.4,0.0,0.0,1.0,6.7,15.200000000000001,74.3,2.9
Cuyahoga Heights Local,13343395.94,Cuyahoga,4820 E 71st St,"Cuyahoga Heights, OH, 44125-1043",Thomas Evans,102.62400000000001,101.927,101.453,85.5,B,0.0,5.5,8.0,22.0,33.0,30.7,0.8,117.584,98.0,0.0,0.0,0.0,2.7,21.5,73.2,2.7
Independence Local,16196000.64,Cuyahoga,7733 Stone Rd,"Independence, OH, 44131-4813",Benjamin J. Hegedish,102.367,102.10600000000001,106.89800000000001,85.3,B,0.5,3.9,9.4,25.400000000000002,30.0,29.400000000000002,1.4000000000000001,116.842,97.4,0.0,0.0,0.4,4.4,25.400000000000002,64.5,5.3
Olmsted Falls City,42976958.25,Cuyahoga,PO Box 38010,"Olmsted Falls, OH, 44138-0010",James L. Lloyd,98.828,96.623,96.552,82.4,B,0.4,6.8,11.6,25.7,27.900000000000002,25.2,2.6,116.808,97.3,0.4,0.0,0.8,6.4,20.900000000000002,59.800000000000004,11.6
Orange City,47643770.97,Cuyahoga,32000 Chagrin Blvd,"Cleveland, OH, 44124-5922",Edwin S. Holland,102.34700000000001,99.73700000000001,101.31400000000001,85.3,B,0.0,5.6000000000000005,9.8,21.7,27.2,32.3,3.4,117.238,97.7,0.0,0.0,1.0,4.9,22.0,62.300000000000004,9.8
Richmond Heights Local,12969425.43,Cuyahoga,447 Richmond Rd,"Richmond Heights, OH, 44143-1429",Renee T. Willis,65.87100000000001,62.997,74.32000000000001,54.9,D,0.9,35.2,27.1,19.3,12.8,4.6000000000000005,0.2,91.321,76.10000000000001,0.0,11.3,18.900000000000002,22.6,28.3,17.0,1.9000000000000001
Solon City,67098305.47,Cuyahoga,33800 Inwood Dr,"Solon, OH, 44139-4133",Joseph V. Regano,111.015,110.586,111.007,92.5,A,0.2,1.6,4.4,14.4,24.900000000000002,47.7,6.9,122.26700000000001,101.9,0.0,0.0,0.0,0.0,3.6,70.0,26.3
Ansonia Local,8320840.17,Darke,PO Box 279,"Ansonia, OH, 45303-0279",James R. Atchley,94.10600000000001,92.55,89.074,78.4,C,0.0,10.9,13.3,26.400000000000002,28.2,21.2,0.0,115.789,96.5,0.0,1.8,0.0,3.5,19.3,75.4,0.0
Arcanum-Butler Local,10064755.379999999,Darke,2011 Trojan Ave,"Arcanum, OH, 45304-1381",Johnathan N. Stephens,93.813,90.616,94.296,78.2,C,0.2,9.4,15.700000000000001,26.900000000000002,26.2,21.1,0.4,113.711,94.8,1.9000000000000001,0.6,0.6,3.8000000000000003,27.0,62.300000000000004,3.8000000000000003
Franklin Monroe Local,5878895.34,Darke,PO Box 78,"Pitsburg, OH, 45358-0078",Jeffrey M. Patrick,98.941,95.589,99.912,82.5,B,0.0,6.8,11.9,25.1,28.6,27.1,0.6,115.35900000000001,96.10000000000001,0.0,0.0,0.7000000000000001,7.8,28.8,60.800000000000004,2.0
Mississinawa Valley Local,7848881.22,Darke,1469 State Road 47 E,"Union City, OH, 45390-8628",Douglas E. Dunham,85.13300000000001,83.36800000000001,92.557,70.9,C,0.5,16.0,19.2,31.1,22.2,11.1,0.0,112.35300000000001,93.60000000000001,0.0,0.0,0.0,17.6,41.2,41.2,0.0
Tri-Village Local,6792224.9799999995,Darke,315 S Main St,"New Madison, OH, 45346-9797",Joshua M. Sagester,86.519,85.181,90.016,72.10000000000001,C,0.2,16.2,18.1,27.0,24.3,14.200000000000001,0.0,112.278,93.60000000000001,0.0,0.6,3.8000000000000003,7.0,34.800000000000004,53.800000000000004,0.0
Ayersville Local,8300663.62,Defiance,28046 Watson Rd,"Defiance, OH, 43512-8851",Donald F. Diglia,98.25800000000001,94.34,97.316,81.9,B,0.1,5.7,11.8,33.3,27.900000000000002,21.0,0.2,116.795,97.3,0.0,0.0,0.0,7.7,19.2,70.5,2.6
Central Local,10540571.55,Defiance,6289 Us Highway 127,"Sherwood, OH, 43556-9735",Vicki L. Brunn,98.94200000000001,95.287,100.215,82.5,B,0.1,6.0,12.1,26.7,30.5,24.1,0.6,117.459,97.9,0.0,0.0,0.0,3.3000000000000003,21.3,73.0,2.5
Northeastern Local,11068010.17,Clark,1414 Bowman Rd,"Springfield, OH, 45502-8826",John P. Kronour,88.266,83.611,89.64800000000001,73.60000000000001,C,0.0,12.9,19.2,31.2,23.3,13.200000000000001,0.2,114.43100000000001,95.4,0.0,0.3,1.5,9.0,28.6,58.300000000000004,2.3000000000000003
Northeastern Local,11068010.17,Defiance,5921 Domersville Rd,"Defiance, OH, 43512-9121",James C. Roach,95.98100000000001,93.084,95.834,80.0,B,0.4,8.1,13.5,29.3,25.0,21.8,1.8,116.774,97.3,0.0,1.1,0.0,10.8,19.400000000000002,50.5,18.3
Big Walnut Local,37056821.19,Delaware,110 Tippett Ct,"Sunbury, OH, 43074-9334",Angela S. Pollock,93.577,90.02,95.775,78.0,C,0.5,9.1,15.4,28.900000000000002,27.0,18.900000000000002,0.3,114.024,95.0,0.1,0.1,1.6,9.9,29.7,56.6,2.0
Buckeye Valley Local,23072744.46,Delaware,679 Coover Rd,"Delaware, OH, 43015-9562",Andrew J. Miller,95.281,90.464,95.70100000000001,79.4,C,0.1,10.9,13.200000000000001,23.2,25.0,25.3,2.3000000000000003,118.126,98.4,0.0,0.2,0.8,4.1,16.0,66.9,12.0
Olentangy Local,207924207.35999998,Delaware,7840 Graphics Way,"Lewis Center, OH, 43035-9078",Mark T. Raiff,103.702,102.075,105.70400000000001,86.4,B,0.5,3.9,8.4,22.3,28.900000000000002,33.5,2.5,116.17800000000001,96.8,0.5,0.1,0.6,5.9,23.5,62.5,6.9
Edison Local (formerly Berlin-Milan),15291881.79,Erie,140 Main St S,"Milan, OH, 44846-9735",Thomas C. Roth,97.058,94.098,94.03,80.9,B,0.3,8.2,11.1,28.0,29.1,23.3,0.0,115.54100000000001,96.3,0.0,0.0,0.7000000000000001,10.1,20.3,68.9,0.0
Kelleys Island Local,533176.4299999999,,,,,,,,,,,,,,,,,,,,,,,,,
Margaretta Local,14628601.81,Erie,305 S Washington St,"Castalia, OH, 44824-9263",Dennis R. Mock,86.235,82.872,91.784,71.9,C,0.5,15.6,18.1,30.7,21.6,13.4,0.2,114.60900000000001,95.5,0.0,0.0,1.6,9.4,28.1,58.6,2.3000000000000003
Perkins Local,23246123.04,Erie,3714 Campbell St Ste B,"Sandusky, OH, 44870-7232",Jodie Hausmann,88.28500000000001,84.215,85.736,73.60000000000001,C,0.4,14.3,16.7,30.400000000000002,22.8,15.1,0.3,115.10900000000001,95.9,0.0,0.6,0.3,7.5,29.0,60.1,2.5
Vermilion Local,20991110.15,Erie,1250 Sanford St,"Vermilion, OH, 44089-1577",Philip M. Pempin,87.177,85.57600000000001,86.71000000000001,72.60000000000001,C,1.8,13.6,18.1,27.6,21.2,16.4,1.3,114.14,95.10000000000001,0.5,0.0,4.7,7.4,24.7,48.4,14.4
Amanda-Clearcreek Local,17249341.34,Fairfield,328 E Main St,"Amanda, OH, 43102-9330",James B. Dick,90.519,86.425,88.625,75.4,C,0.5,11.6,17.400000000000002,27.1,25.8,17.2,0.4,117.194,97.7,0.0,0.0,0.7000000000000001,3.6,22.3,67.6,5.8
Berne Union Local,10570303.12,Fairfield,506 N Main St,"Sugar Grove, OH, 43155-0187",Richard R. Spindler,92.156,88.629,96.887,76.8,C,0.0,10.9,15.4,32.1,23.900000000000002,17.7,0.0,,,0.0,0.0,0.0,9.5,14.3,76.2,0.0
Bloom-Carroll Local,18495957.95,Fairfield,5240 Plum Rd,"Carroll, OH, 43112-9716",Shawn P. Haughn,95.831,93.754,99.063,79.9,C,0.3,8.3,12.9,29.8,26.7,21.7,0.2,115.718,96.4,0.7000000000000001,0.0,0.7000000000000001,4.9,22.2,69.9,1.6
Fairfield Union Local,20122024.61,Fairfield,6417 Cincinnati Zanesville Rd NE,"Lancaster, OH, 43130-9323",Jon C. Belville,89.40400000000001,86.73700000000001,89.03500000000001,74.5,C,0.7000000000000001,12.700000000000001,17.6,26.8,24.1,17.5,0.6,117.296,97.7,0.0,0.0,0.6,3.8000000000000003,25.8,59.7,10.1
Liberty Union-Thurston Local,13623277.32,Fairfield,1108 S Main St,"Baltimore, OH, 43105-9700",Todd S. Osborn,87.37100000000001,83.443,91.061,72.8,C,0.0,15.8,17.3,27.7,25.400000000000002,13.6,0.2,112.25500000000001,93.5,0.0,0.0,3.4,13.700000000000001,30.900000000000002,50.5,1.5
Pickerington Local,112321805.42,Fairfield,90 East St.,"Pickerington, OH, 43147-1061",Chris M. Briggs,94.443,90.492,95.208,78.7,C,0.0,10.5,14.0,26.7,25.1,22.3,1.4000000000000001,114.92,95.8,0.0,0.5,1.3,10.3,25.0,55.5,7.3
Walnut Township Local,5898877.41,Fairfield,11850 Lancaster St,"Millersport, OH, 43046",Randall J. Cotner,86.40400000000001,81.85600000000001,89.49900000000001,72.0,C,0.1,15.9,18.400000000000002,29.6,21.6,14.4,0.0,112.12100000000001,93.4,0.0,1.5,0.0,16.7,31.8,50.0,0.0
Miami Trace Local,26810441.75,Fayette,3818 State Route 41 NW,"Washington Court House, OH, 43160-9184",David L. Lewis,91.24300000000001,87.403,91.71300000000001,76.0,C,0.2,11.1,18.3,26.6,23.5,19.3,1.0,116.75500000000001,97.3,0.0,0.0,0.5,7.0,23.0,62.0,7.5
Canal Winchester Local,39309232.56,Franklin,100 Washington St,"Canal Winchester, OH, 43110-1224",James Sotlar,90.89200000000001,88.75800000000001,96.985,75.7,C,0.1,12.3,16.6,28.0,24.3,17.900000000000002,0.8,115.48700000000001,96.2,0.1,0.1,1.2,6.4,27.6,59.2,5.3
Hamilton Local,28778713.46,Franklin,775 Rathmell Rd,"Columbus, OH, 43207-4737",William J. Morrison,90.173,87.82600000000001,97.507,75.10000000000001,C,0.4,11.700000000000001,17.5,30.0,23.8,16.4,0.2,114.619,95.5,0.0,0.0,1.0,11.700000000000001,26.400000000000002,58.9,2.0
Gahanna-Jefferson City,86813143.84,Franklin,160 S Hamilton Rd,"Gahanna, OH, 43230-2919",Stephen G. Barrett,95.702,92.79100000000001,98.677,79.8,C,0.3,8.8,13.5,27.1,26.2,22.8,1.3,117.018,97.5,0.1,0.0,0.8,5.0,21.3,64.8,8.0
Groveport Madison Local,66555206.47,Franklin,4400 Marketing Pl Ste B,"Groveport, OH, 43125-2009",Bruce A. Hoover,74.718,70.35900000000001,78.83500000000001,62.300000000000004,D,0.3,26.400000000000002,24.1,26.400000000000002,14.700000000000001,7.9,0.2,110.91300000000001,92.4,0.2,1.1,2.9,15.4,33.5,44.2,2.7
New Albany-Plain Local,55056240.19,Franklin,55 N High St,"New Albany, OH, 43054-7099",Michael L. Sawyers,102.738,97.83500000000001,101.24300000000001,85.60000000000001,B,0.1,5.9,10.6,19.6,26.5,26.0,11.200000000000001,120.54400000000001,100.5,0.0,0.1,1.0,3.2,14.8,46.300000000000004,34.5
Reynoldsburg City,66087728.269999996,Franklin,7244 E Main St,"Reynoldsburg, OH, 43068-2014",Melvin Brown,84.878,83.024,91.41600000000001,70.7,C,0.4,17.8,19.0,25.400000000000002,21.5,15.4,0.4,112.09100000000001,93.4,0.5,1.5,3.2,7.7,28.0,56.5,2.6
Hilliard City,183974260.75,Franklin,2140 Atlas St,"Columbus, OH, 43228-9647",John C. Marschhausen,90.57300000000001,90.262,95.893,75.5,C,0.2,12.4,16.6,29.3,23.7,16.1,1.6,115.63900000000001,96.4,0.0,0.2,1.0,9.3,26.8,52.5,10.1
Dublin City,194985705.58999997,Franklin,7030 Coffman Rd,"Dublin, OH, 43017-1068",Todd F. Hoadley,98.58500000000001,100.116,102.62700000000001,82.2,B,0.5,7.5,11.4,24.3,26.8,25.8,3.7,116.539,97.10000000000001,0.6,0.1,1.0,6.2,21.7,57.1,13.3
Archbold-Area Local,12259853.98,Fulton,600 Lafayette St,"Archbold, OH, 43502-1656",Aaron M. Rex,97.504,96.54400000000001,99.58,81.3,B,0.1,7.9,12.3,26.3,26.5,26.900000000000002,0.1,116.22800000000001,96.9,0.0,0.0,0.6,6.0,22.8,70.10000000000001,0.6
Evergreen Local,14192800.7,Fulton,14544 County Road 6,"Metamora, OH, 43540-9741",James A. Wyse,95.664,91.44800000000001,95.98100000000001,79.7,C,0.0,8.0,14.200000000000001,30.1,27.0,19.5,1.1,116.70700000000001,97.3,0.0,0.0,0.0,6.5,28.0,57.300000000000004,8.1
Fayette Local,5225381.03,Fulton,400 E Gamble Rd,"Fayette, OH, 43521-9462",Erik M. Belcher,82.40700000000001,82.125,86.756,68.7,D,0.2,17.1,23.7,30.5,16.4,12.0,0.0,111.964,93.3,0.0,0.0,3.6,17.900000000000002,23.2,55.4,0.0
Pettisville Local,5106391.46,Fulton,Box 53001,"Pettisville, OH, 43553-0001",Stephen S. Switzer,96.36,97.992,99.08500000000001,80.3,B,2.6,5.0,13.700000000000001,24.2,30.0,23.0,1.4000000000000001,115.909,96.60000000000001,0.0,0.0,1.5,9.1,25.8,51.5,12.1
Pike-Delta-York Local,12907078.94,Fulton,504 Fernwood St,"Delta, OH, 43515-1204",Ted M. Haselman,93.278,89.223,96.078,77.7,C,0.1,10.1,17.0,27.0,23.6,17.6,4.6000000000000005,118.73700000000001,98.9,0.0,0.0,1.0,7.1000000000000005,20.2,43.9,27.8
Swanton Local,13387755.010000002,Fulton,108 N Main St,"Swanton, OH, 43558-1032",Christopher M. Lake,92.104,88.251,95.96300000000001,76.8,C,0.0,10.3,16.1,32.0,25.6,14.8,1.0,114.65,95.5,0.0,0.0,2.5,10.8,25.5,52.2,8.9
Berkshire Local,13272815.84,Geauga,PO Box 364,"Burton, OH, 44021-0364",John R. Stoddard,89.551,87.489,100.141,74.60000000000001,C,0.0,12.1,18.5,30.0,24.5,14.9,0.0,111.69900000000001,93.10000000000001,0.0,0.0,2.4,18.900000000000002,30.6,48.1,0.0
Cardinal Local,12538094.23,Geauga,PO Box 188,"Middlefield, OH, 44062-0188",Scott J. Hunt,81.274,80.203,87.93,67.7,D,0.6,19.400000000000002,22.5,25.7,19.6,11.8,0.4,114.286,95.2,0.0,0.0,1.1,4.4,42.9,50.5,1.1
Chardon Local,32310551.57,Geauga,428 North St,"Chardon, OH, 44024-1036",Michael P. Hanlon,100.947,98.824,100.709,84.10000000000001,B,0.0,6.1000000000000005,10.700000000000001,25.900000000000002,25.5,26.6,5.3,118.902,99.10000000000001,0.0,0.5,0.9,5.3,16.0,51.300000000000004,25.900000000000002
Kenston Local,35664503.62,Geauga,17419 Snyder Rd,"Chagrin Falls, OH, 44023-2730",Nancy R. Santilli,98.726,92.48700000000001,97.298,82.3,B,3.5,4.8,8.6,23.8,29.5,28.5,1.3,110.974,92.5,4.6000000000000005,0.0,0.5,5.8,24.400000000000002,60.4,4.3
Newbury Local,6614933.1899999995,Geauga,14775 Auburn Rd,"Newbury, OH, 44065-9702",Michelle R. Mrakovich,88.756,89.018,98.49900000000001,74.0,C,0.2,12.6,19.3,28.0,24.900000000000002,15.0,0.0,,,0.0,0.0,0.0,11.1,22.2,66.7,0.0
West Geauga Local,24605818.98,Geauga,8615 Cedar Rd,"Chesterland, OH, 44026-3519",Richard A. Markwardt,101.552,101.384,97.188,84.60000000000001,B,0.5,5.3,10.200000000000001,22.5,27.7,31.2,2.6,118.635,98.9,0.3,0.3,0.3,2.5,13.3,69.8,13.3
Beavercreek City,88662431.96000001,Greene,3040 Kemp Rd,"Beavercreek, OH, 45431-2644",Paul M. Otten,99.28,98.037,100.959,82.7,B,0.2,6.7,12.4,24.2,25.0,29.6,2.1,117.60300000000001,98.0,0.0,0.1,0.9,4.9,16.8,68.60000000000001,8.8
Cedar Cliff Local,5852650.29,Greene,194 Walnut St,"Cedarville, OH, 45314-8541",Chad D. Mason,97.85900000000001,95.637,96.461,81.5,B,0.1,8.6,12.1,22.3,26.3,29.400000000000002,1.2,117.27300000000001,97.7,0.0,0.0,0.0,4.5,21.6,70.5,3.4
Greeneview Local,12754446.93,Greene,4 S Charleston Rd,"Jamestown, OH, 45335-1557",Isaac W. Seevers,88.108,84.206,93.787,73.4,C,0.4,13.0,19.1,29.6,24.3,13.1,0.6,115.424,96.2,0.0,0.0,0.8,11.9,25.400000000000002,53.4,8.5
Bellbrook-Sugarcreek Local,27753787.32,Greene,3757 Upper Bellbrook Rd,"Bellbrook, OH, 45305-8750",Keith A. St.Pierre,102.595,100.819,103.45100000000001,85.5,B,0.2,4.7,10.3,22.3,27.900000000000002,29.900000000000002,4.7,118.0,98.3,0.1,0.1,0.8,5.4,19.3,56.7,17.5
Rolling Hills Local,17396819.62,Guernsey,PO Box 38,"Byesville, OH, 43723-0038",Ryan D. Caldwell,83.821,79.709,88.131,69.9,D,0.1,16.9,22.2,26.900000000000002,21.400000000000002,12.3,0.1,113.57900000000001,94.60000000000001,0.0,0.0,1.1,12.6,34.2,50.5,1.6
